route_id,origin,destination,cargo_type,containers,recommended_ship,imo_number,speed,latitude,longitude,departure_port,arrival_port,origin_country,destination_country
615,Jebel Ali,Singapore,Liquid Cargo,15,Blue Horizon,9300018,15.6,25.0657,55.1713,Jebel Ali,Singapore,UAE,Singapore
616,Durban,Tokyo,Container,30,Ocean Star,9300017,17.1,-29.8587,31.0218,Durban,Tokyo,South Africa,Japan
617,Singapore,Antwerp,Bulk Cargo,5,Pacific Pearl,9300022,23.7,1.3521,103.8198,Singapore,Antwerp,Singapore,Belgium
618,New York,Busan,Container,10,Pacific Pearl,9300023,23.0,40.7128,-74.006,New York,Busan,USA,South Korea
619,Kolkata,Busan,Bulk Cargo,30,Cargo Express,9300027,22.1,22.5726,88.3639,Kolkata,Busan,India,South Korea
620,Sydney,Mumbai,Refrigerated Cargo,40,Global Trader,9300014,17.7,-33.8688,151.2093,Sydney,Mumbai,Australia,India
621,Antwerp,Hong Kong,General Cargo,15,Ocean Star,9300012,18.7,51.2194,4.4025,Antwerp,Hong Kong,Belgium,Hong Kong
622,New York,Valencia,Liquid Cargo,75,Maritime Eagle,9300019,13.8,40.7128,-74.006,New York,Valencia,USA,Spain
623,Shanghai,Rotterdam,General Cargo,20,Global Trader,9300017,23.4,31.2304,121.4737,Shanghai,Rotterdam,China,Netherlands
624,Hamburg,Singapore,Container,30,Cargo Express,9300022,12.7,53.5511,9.9937,Hamburg,Singapore,Germany,Singapore
625,Los Angeles,Tokyo,General Cargo,10,Cargo Express,9300023,18.6,33.7405,-118.2755,Los Angeles,Tokyo,USA,Japan
626,Hamburg,Tokyo,Refrigerated Cargo,15,Cargo Express,9300024,19.7,53.5511,9.9937,Hamburg,Tokyo,Germany,Japan
627,Santos,Valencia,General Cargo,25,Atlantic Spirit,9300023,16.5,-23.9608,-46.3336,Santos,Valencia,Brazil,Spain
628,New York,Shanghai,Container,100,Maritime Eagle,9300025,12.6,40.7128,-74.006,New York,Shanghai,USA,China
629,Hamburg,Los Angeles,Liquid Cargo,40,Global Trader,9300023,15.5,53.5511,9.9937,Hamburg,Los Angeles,Germany,USA
630,Shanghai,Singapore,Liquid Cargo,15,Cargo Express,9300018,23.8,31.2304,121.4737,Shanghai,Singapore,China,Singapore
631,Shanghai,Los Angeles,Bulk Cargo,25,Pacific Pearl,9300016,19.9,31.2304,121.4737,Shanghai,Los Angeles,China,USA
632,Sydney,Tokyo,Refrigerated Cargo,20,Atlantic Spirit,9300018,18.0,-33.8688,151.2093,Sydney,Tokyo,Australia,Japan
633,New York,Valencia,General Cargo,10,Golden Wave,9300023,17.2,40.7128,-74.006,New York,Valencia,USA,Spain
634,Antwerp,Hong Kong,Bulk Cargo,100,Neptune Star,9300023,20.4,51.2194,4.4025,Antwerp,Hong Kong,Belgium,Hong Kong
635,New York,Chennai,Bulk Cargo,25,Cargo Express,9300023,12.8,40.7128,-74.006,New York,Chennai,USA,India
636,Los Angeles,New York,Container,75,Pacific Pearl,9300021,14.4,33.7405,-118.2755,Los Angeles,New York,USA,USA
637,Singapore,Sydney,Refrigerated Cargo,5,Atlantic Spirit,9300023,20.8,1.3521,103.8198,Singapore,Sydney,Singapore,Australia
638,New York,Los Angeles,Liquid Cargo,5,Maritime Eagle,9300025,17.3,40.7128,-74.006,New York,Los Angeles,USA,USA
639,Santos,Rotterdam,Liquid Cargo,20,Atlantic Spirit,9300025,21.4,-23.9608,-46.3336,Santos,Rotterdam,Brazil,Netherlands
640,Jebel Ali,Hong Kong,Liquid Cargo,15,Neptune Star,9300019,15.9,25.0657,55.1713,Jebel Ali,Hong Kong,UAE,Hong Kong
641,Dubai,Busan,Liquid Cargo,25,Sea Voyager,9300013,18.1,25.2048,55.2708,Dubai,Busan,UAE,South Korea
642,Dubai,Hong Kong,Bulk Cargo,20,Sea Voyager,9300014,14.9,25.2048,55.2708,Dubai,Hong Kong,UAE,Hong Kong
643,Sydney,Busan,Refrigerated Cargo,25,Atlantic Spirit,9300019,15.4,-33.8688,151.2093,Sydney,Busan,Australia,South Korea
644,Chennai,Antwerp,Liquid Cargo,100,Ocean Star,9300015,23.3,13.0827,80.2707,Chennai,Antwerp,India,Belgium
645,Durban,Mumbai,General Cargo,75,Cargo Express,9300023,23.6,-29.8587,31.0218,Durban,Mumbai,South Africa,India
646,Tokyo,Valencia,Container,15,Pacific Pearl,9300021,17.4,35.6762,139.6503,Tokyo,Valencia,Japan,Spain
647,Rotterdam,Hong Kong,Container,50,Maritime Eagle,9300024,24.8,51.9244,4.4777,Rotterdam,Hong Kong,Netherlands,Hong Kong
648,Busan,Dubai,Bulk Cargo,15,Sea Voyager,9300020,18.3,35.1796,129.0756,Busan,Dubai,South Korea,UAE
649,Singapore,Shanghai,Liquid Cargo,15,Cargo Express,9300027,15.6,1.3521,103.8198,Singapore,Shanghai,Singapore,China
650,Dubai,Antwerp,Refrigerated Cargo,40,Sea Voyager,9300012,13.7,25.2048,55.2708,Dubai,Antwerp,UAE,Belgium
651,Tokyo,Colombo,Liquid Cargo,5,Cargo Express,9300019,17.0,35.6762,139.6503,Tokyo,Colombo,Japan,Sri Lanka
652,Rotterdam,Tokyo,Container,75,Ocean Star,9300013,23.6,51.9244,4.4777,Rotterdam,Tokyo,Netherlands,Japan
653,Shanghai,Singapore,Bulk Cargo,30,Global Trader,9300017,14.9,31.2304,121.4737,Shanghai,Singapore,China,Singapore
654,Kolkata,Chennai,Container,25,Maritime Eagle,9300021,18.5,22.5726,88.3639,Kolkata,Chennai,India,India
655,Mumbai,Singapore,Liquid Cargo,50,Pacific Pearl,9300020,24.3,19.076,72.8777,Mumbai,Singapore,India,Singapore
656,Durban,Antwerp,Bulk Cargo,15,Atlantic Spirit,9300022,17.6,-29.8587,31.0218,Durban,Antwerp,South Africa,Belgium
657,Jebel Ali,Hong Kong,General Cargo,40,Global Trader,9300021,14.1,25.0657,55.1713,Jebel Ali,Hong Kong,UAE,Hong Kong
658,Hamburg,Los Angeles,Liquid Cargo,5,Blue Horizon,9300021,14.7,53.5511,9.9937,Hamburg,Los Angeles,Germany,USA
659,Antwerp,Dubai,Refrigerated Cargo,5,Sea Voyager,9300021,16.8,51.2194,4.4025,Antwerp,Dubai,Belgium,UAE
660,Los Angeles,Santos,General Cargo,5,Golden Wave,9300020,12.6,33.7405,-118.2755,Los Angeles,Santos,USA,Brazil
661,Shanghai,Mumbai,General Cargo,40,Sea Voyager,9300013,17.4,31.2304,121.4737,Shanghai,Mumbai,China,India
662,Valencia,Los Angeles,General Cargo,20,Cargo Express,9300020,21.1,39.4699,-0.3763,Valencia,Los Angeles,Spain,USA
663,New York,Colombo,Liquid Cargo,25,Sea Voyager,9300015,20.6,40.7128,-74.006,New York,Colombo,USA,Sri Lanka
664,Durban,Kolkata,Liquid Cargo,10,Maritime Eagle,9300021,22.8,-29.8587,31.0218,Durban,Kolkata,South Africa,India
665,Durban,Chennai,Refrigerated Cargo,10,Pacific Pearl,9300020,13.5,-29.8587,31.0218,Durban,Chennai,South Africa,India
666,Rotterdam,Hamburg,Bulk Cargo,20,Pacific Pearl,9300021,22.8,51.9244,4.4777,Rotterdam,Hamburg,Netherlands,Germany
667,Sydney,New York,Container,50,Blue Horizon,9300020,12.5,-33.8688,151.2093,Sydney,New York,Australia,USA
668,Jebel Ali,Busan,General Cargo,10,Global Trader,9300022,12.0,25.0657,55.1713,Jebel Ali,Busan,UAE,South Korea
669,Santos,Jebel Ali,General Cargo,75,Blue Horizon,9300022,24.3,-23.9608,-46.3336,Santos,Jebel Ali,Brazil,UAE
670,Chennai,New York,Bulk Cargo,25,Global Trader,9300014,17.9,13.0827,80.2707,Chennai,New York,India,USA
671,Colombo,Singapore,Bulk Cargo,5,Sea Voyager,9300013,22.6,6.9271,79.8612,Colombo,Singapore,Sri Lanka,Singapore
672,Hong Kong,Busan,General Cargo,10,Maritime Eagle,9300019,21.6,22.3193,114.1694,Hong Kong,Busan,Hong Kong,South Korea
673,Shanghai,Dubai,Liquid Cargo,50,Blue Horizon,9300016,16.3,31.2304,121.4737,Shanghai,Dubai,China,UAE
674,Los Angeles,Mumbai,General Cargo,15,Atlantic Spirit,9300020,22.6,33.7405,-118.2755,Los Angeles,Mumbai,USA,India
675,Tokyo,Sydney,Refrigerated Cargo,40,Cargo Express,9300023,15.5,35.6762,139.6503,Tokyo,Sydney,Japan,Australia
676,Sydney,Dubai,Container,5,Sea Voyager,9300018,13.7,-33.8688,151.2093,Sydney,Dubai,Australia,UAE
677,Chennai,Colombo,Refrigerated Cargo,100,Golden Wave,9300027,18.3,13.0827,80.2707,Chennai,Colombo,India,Sri Lanka
678,Dubai,Sydney,Refrigerated Cargo,15,Atlantic Spirit,9300024,19.9,25.2048,55.2708,Dubai,Sydney,UAE,Australia
679,Jebel Ali,Chennai,Bulk Cargo,10,Maritime Eagle,9300026,17.7,25.0657,55.1713,Jebel Ali,Chennai,UAE,India
680,Busan,Shanghai,Liquid Cargo,100,Neptune Star,9300019,22.0,35.1796,129.0756,Busan,Shanghai,South Korea,China
681,Hamburg,Hong Kong,General Cargo,100,Neptune Star,9300020,18.8,53.5511,9.9937,Hamburg,Hong Kong,Germany,Hong Kong
682,Sydney,Hamburg,Container,40,Cargo Express,9300020,16.5,-33.8688,151.2093,Sydney,Hamburg,Australia,Germany
683,Valencia,Singapore,Liquid Cargo,15,Ocean Star,9300014,20.4,39.4699,-0.3763,Valencia,Singapore,Spain,Singapore
684,Jebel Ali,Antwerp,Bulk Cargo,50,Blue Horizon,9300017,13.0,25.0657,55.1713,Jebel Ali,Antwerp,UAE,Belgium
685,Hamburg,Hong Kong,Liquid Cargo,20,Pacific Pearl,9300020,12.7,53.5511,9.9937,Hamburg,Hong Kong,Germany,Hong Kong
686,Tokyo,Sydney,Liquid Cargo,50,Global Trader,9300020,13.0,35.6762,139.6503,Tokyo,Sydney,Japan,Australia
687,Colombo,Mumbai,Refrigerated Cargo,10,Cargo Express,9300025,17.8,6.9271,79.8612,Colombo,Mumbai,Sri Lanka,India
688,Shanghai,Kolkata,Liquid Cargo,75,Maritime Eagle,9300025,17.4,31.2304,121.4737,Shanghai,Kolkata,China,India
689,Shanghai,Chennai,Liquid Cargo,25,Golden Wave,9300029,24.5,31.2304,121.4737,Shanghai,Chennai,China,India
690,Valencia,Rotterdam,General Cargo,30,Cargo Express,9300018,24.4,39.4699,-0.3763,Valencia,Rotterdam,Spain,Netherlands
691,Hamburg,Jebel Ali,Liquid Cargo,100,Atlantic Spirit,9300017,19.3,53.5511,9.9937,Hamburg,Jebel Ali,Germany,UAE
692,Jebel Ali,Hong Kong,General Cargo,20,Cargo Express,9300020,13.5,25.0657,55.1713,Jebel Ali,Hong Kong,UAE,Hong Kong
693,Busan,Tokyo,General Cargo,30,Pacific Pearl,9300018,19.1,35.1796,129.0756,Busan,Tokyo,South Korea,Japan
694,Singapore,Rotterdam,General Cargo,40,Cargo Express,9300022,13.8,1.3521,103.8198,Singapore,Rotterdam,Singapore,Netherlands
695,Los Angeles,Rotterdam,Container,40,Global Trader,9300019,13.6,33.7405,-118.2755,Los Angeles,Rotterdam,USA,Netherlands
696,Colombo,Rotterdam,General Cargo,40,Atlantic Spirit,9300022,13.4,6.9271,79.8612,Colombo,Rotterdam,Sri Lanka,Netherlands
697,Santos,Chennai,Liquid Cargo,100,Cargo Express,9300025,17.9,-23.9608,-46.3336,Santos,Chennai,Brazil,India
698,Kolkata,Antwerp,Liquid Cargo,5,Ocean Star,9300019,18.9,22.5726,88.3639,Kolkata,Antwerp,India,Belgium
699,Sydney,Durban,Liquid Cargo,15,Cargo Express,9300027,24.0,-33.8688,151.2093,Sydney,Durban,Australia,South Africa
700,Dubai,Kolkata,Liquid Cargo,100,Sea Voyager,9300012,17.0,25.2048,55.2708,Dubai,Kolkata,UAE,India
701,Busan,Valencia,Container,100,Maritime Eagle,9300018,17.4,35.1796,129.0756,Busan,Valencia,South Korea,Spain
702,Los Angeles,Sydney,Container,50,Atlantic Spirit,9300018,24.6,33.7405,-118.2755,Los Angeles,Sydney,USA,Australia
703,Kolkata,Colombo,Bulk Cargo,75,Golden Wave,9300023,21.1,22.5726,88.3639,Kolkata,Colombo,India,Sri Lanka
704,Valencia,Busan,Container,20,Neptune Star,9300023,20.2,39.4699,-0.3763,Valencia,Busan,Spain,South Korea
705,Durban,New York,Container,15,Atlantic Spirit,9300021,24.0,-29.8587,31.0218,Durban,New York,South Africa,USA
706,Antwerp,Santos,Liquid Cargo,30,Atlantic Spirit,9300022,21.2,51.2194,4.4025,Antwerp,Santos,Belgium,Brazil
707,Jebel Ali,Durban,Liquid Cargo,40,Golden Wave,9300027,24.3,25.0657,55.1713,Jebel Ali,Durban,UAE,South Africa
708,New York,Colombo,Refrigerated Cargo,5,Ocean Star,9300019,18.8,40.7128,-74.006,New York,Colombo,USA,Sri Lanka
709,Kolkata,Singapore,Bulk Cargo,15,Ocean Star,9300020,14.6,22.5726,88.3639,Kolkata,Singapore,India,Singapore
710,Los Angeles,Kolkata,Container,25,Ocean Star,9300011,21.0,33.7405,-118.2755,Los Angeles,Kolkata,USA,India
711,Valencia,Singapore,Liquid Cargo,10,Atlantic Spirit,9300017,22.6,39.4699,-0.3763,Valencia,Singapore,Spain,Singapore
712,Valencia,Hamburg,Bulk Cargo,75,Neptune Star,9300021,17.1,39.4699,-0.3763,Valencia,Hamburg,Spain,Germany
713,Singapore,Sydney,Liquid Cargo,30,Maritime Eagle,9300020,17.4,1.3521,103.8198,Singapore,Sydney,Singapore,Australia
714,Singapore,Shanghai,Container,50,Pacific Pearl,9300019,14.6,1.3521,103.8198,Singapore,Shanghai,Singapore,China
715,Hong Kong,Durban,Container,20,Neptune Star,9300024,21.6,22.3193,114.1694,Hong Kong,Durban,Hong Kong,South Africa
716,New York,Jebel Ali,Container,10,Blue Horizon,9300019,24.8,40.7128,-74.006,New York,Jebel Ali,USA,UAE
717,Dubai,Valencia,Bulk Cargo,40,Sea Voyager,9300019,16.9,25.2048,55.2708,Dubai,Valencia,UAE,Spain
718,Valencia,Los Angeles,General Cargo,25,Blue Horizon,9300021,14.1,39.4699,-0.3763,Valencia,Los Angeles,Spain,USA
719,Busan,Jebel Ali,Liquid Cargo,30,Blue Horizon,9300022,12.5,35.1796,129.0756,Busan,Jebel Ali,South Korea,UAE
720,Singapore,Busan,Bulk Cargo,75,Cargo Express,9300018,22.3,1.3521,103.8198,Singapore,Busan,Singapore,South Korea
721,Mumbai,Hong Kong,Liquid Cargo,15,Neptune Star,9300020,14.9,19.076,72.8777,Mumbai,Hong Kong,India,Hong Kong
722,Mumbai,Valencia,Refrigerated Cargo,75,Blue Horizon,9300015,17.4,19.076,72.8777,Mumbai,Valencia,India,Spain
723,Mumbai,Tokyo,Bulk Cargo,30,Global Trader,9300017,23.5,19.076,72.8777,Mumbai,Tokyo,India,Japan
724,Hong Kong,New York,Liquid Cargo,100,Global Trader,9300018,24.4,22.3193,114.1694,Hong Kong,New York,Hong Kong,USA
725,Jebel Ali,Santos,Refrigerated Cargo,30,Ocean Star,9300016,13.5,25.0657,55.1713,Jebel Ali,Santos,UAE,Brazil
726,Hamburg,Los Angeles,Refrigerated Cargo,30,Ocean Star,9300017,20.9,53.5511,9.9937,Hamburg,Los Angeles,Germany,USA
727,Chennai,Sydney,General Cargo,25,Pacific Pearl,9300022,19.0,13.0827,80.2707,Chennai,Sydney,India,Australia
728,Antwerp,Hong Kong,Refrigerated Cargo,50,Neptune Star,9300027,22.4,51.2194,4.4025,Antwerp,Hong Kong,Belgium,Hong Kong
729,Singapore,Busan,General Cargo,10,Global Trader,9300023,16.2,1.3521,103.8198,Singapore,Busan,Singapore,South Korea
730,Dubai,Santos,Container,10,Neptune Star,9300019,12.1,25.2048,55.2708,Dubai,Santos,UAE,Brazil
731,Rotterdam,Colombo,General Cargo,40,Sea Voyager,9300013,14.7,51.9244,4.4777,Rotterdam,Colombo,Netherlands,Sri Lanka
732,Kolkata,Shanghai,General Cargo,5,Cargo Express,9300020,21.3,22.5726,88.3639,Kolkata,Shanghai,India,China
733,Mumbai,Singapore,General Cargo,75,Blue Horizon,9300016,22.3,19.076,72.8777,Mumbai,Singapore,India,Singapore
734,Santos,Hamburg,Refrigerated Cargo,50,Pacific Pearl,9300019,17.3,-23.9608,-46.3336,Santos,Hamburg,Brazil,Germany
735,Sydney,Busan,Liquid Cargo,10,Ocean Star,9300016,17.1,-33.8688,151.2093,Sydney,Busan,Australia,South Korea
736,Shanghai,Chennai,Bulk Cargo,10,Golden Wave,9300026,12.6,31.2304,121.4737,Shanghai,Chennai,China,India
737,Antwerp,Chennai,Liquid Cargo,25,Pacific Pearl,9300022,22.2,51.2194,4.4025,Antwerp,Chennai,Belgium,India
738,Mumbai,Busan,Refrigerated Cargo,5,Cargo Express,9300026,17.0,19.076,72.8777,Mumbai,Busan,India,South Korea
739,Dubai,Santos,Liquid Cargo,40,Global Trader,9300023,13.8,25.2048,55.2708,Dubai,Santos,UAE,Brazil
740,New York,Kolkata,General Cargo,30,Pacific Pearl,9300015,20.8,40.7128,-74.006,New York,Kolkata,USA,India
741,Valencia,Santos,Liquid Cargo,5,Blue Horizon,9300014,13.6,39.4699,-0.3763,Valencia,Santos,Spain,Brazil
742,Durban,Tokyo,Bulk Cargo,10,Neptune Star,9300021,19.1,-29.8587,31.0218,Durban,Tokyo,South Africa,Japan
743,Rotterdam,Tokyo,Container,75,Global Trader,9300017,17.4,51.9244,4.4777,Rotterdam,Tokyo,Netherlands,Japan
744,Dubai,Rotterdam,Container,25,Global Trader,9300018,20.0,25.2048,55.2708,Dubai,Rotterdam,UAE,Netherlands
745,Chennai,Rotterdam,Refrigerated Cargo,75,Golden Wave,9300025,23.1,13.0827,80.2707,Chennai,Rotterdam,India,Netherlands
746,Valencia,Mumbai,General Cargo,25,Pacific Pearl,9300021,20.7,39.4699,-0.3763,Valencia,Mumbai,Spain,India
747,Rotterdam,Durban,Container,30,Cargo Express,9300025,24.4,51.9244,4.4777,Rotterdam,Durban,Netherlands,South Africa
748,Hamburg,Chennai,Bulk Cargo,20,Pacific Pearl,9300023,20.1,53.5511,9.9937,Hamburg,Chennai,Germany,India
749,Jebel Ali,Colombo,Liquid Cargo,25,Atlantic Spirit,9300025,20.0,25.0657,55.1713,Jebel Ali,Colombo,UAE,Sri Lanka
750,Kolkata,Durban,Refrigerated Cargo,30,Golden Wave,9300020,16.7,22.5726,88.3639,Kolkata,Durban,India,South Africa
751,Dubai,Shanghai,Refrigerated Cargo,20,Atlantic Spirit,9300017,15.2,25.2048,55.2708,Dubai,Shanghai,UAE,China
752,Los Angeles,Tokyo,Refrigerated Cargo,30,Blue Horizon,9300015,20.8,33.7405,-118.2755,Los Angeles,Tokyo,USA,Japan
753,Colombo,Jebel Ali,Liquid Cargo,50,Atlantic Spirit,9300019,22.1,6.9271,79.8612,Colombo,Jebel Ali,Sri Lanka,UAE
754,Chennai,Rotterdam,Container,25,Golden Wave,9300024,13.1,13.0827,80.2707,Chennai,Rotterdam,India,Netherlands
755,Valencia,Rotterdam,General Cargo,10,Pacific Pearl,9300020,21.5,39.4699,-0.3763,Valencia,Rotterdam,Spain,Netherlands
756,Shanghai,Valencia,Refrigerated Cargo,100,Ocean Star,9300017,22.6,31.2304,121.4737,Shanghai,Valencia,China,Spain
757,Santos,Rotterdam,Liquid Cargo,75,Ocean Star,9300018,19.2,-23.9608,-46.3336,Santos,Rotterdam,Brazil,Netherlands
758,Jebel Ali,Kolkata,Bulk Cargo,100,Atlantic Spirit,9300024,17.1,25.0657,55.1713,Jebel Ali,Kolkata,UAE,India
759,Kolkata,Jebel Ali,Bulk Cargo,40,Neptune Star,9300028,18.6,22.5726,88.3639,Kolkata,Jebel Ali,India,UAE
760,Antwerp,Shanghai,Container,100,Global Trader,9300014,23.0,51.2194,4.4025,Antwerp,Shanghai,Belgium,China
761,Antwerp,Kolkata,Liquid Cargo,100,Cargo Express,9300019,14.1,51.2194,4.4025,Antwerp,Kolkata,Belgium,India
762,Kolkata,Antwerp,Container,50,Atlantic Spirit,9300018,12.5,22.5726,88.3639,Kolkata,Antwerp,India,Belgium
763,Mumbai,New York,Liquid Cargo,20,Atlantic Spirit,9300019,15.0,19.076,72.8777,Mumbai,New York,India,USA
764,Hong Kong,Sydney,General Cargo,5,Cargo Express,9300022,23.9,22.3193,114.1694,Hong Kong,Sydney,Hong Kong,Australia
765,Busan,Chennai,Bulk Cargo,25,Neptune Star,9300024,20.2,35.1796,129.0756,Busan,Chennai,South Korea,India
766,Santos,Valencia,Bulk Cargo,40,Golden Wave,9300026,14.3,-23.9608,-46.3336,Santos,Valencia,Brazil,Spain
767,Santos,Mumbai,Liquid Cargo,20,Neptune Star,9300026,15.3,-23.9608,-46.3336,Santos,Mumbai,Brazil,India
768,Tokyo,Hong Kong,Liquid Cargo,50,Atlantic Spirit,9300024,18.3,35.6762,139.6503,Tokyo,Hong Kong,Japan,Hong Kong
769,Shanghai,Valencia,General Cargo,20,Blue Horizon,9300022,17.7,31.2304,121.4737,Shanghai,Valencia,China,Spain
770,Antwerp,Los Angeles,Bulk Cargo,15,Global Trader,9300014,14.0,51.2194,4.4025,Antwerp,Los Angeles,Belgium,USA
771,Durban,Chennai,General Cargo,30,Global Trader,9300015,17.4,-29.8587,31.0218,Durban,Chennai,South Africa,India
772,Jebel Ali,Antwerp,Refrigerated Cargo,15,Cargo Express,9300020,14.7,25.0657,55.1713,Jebel Ali,Antwerp,UAE,Belgium
773,Shanghai,Los Angeles,Container,100,Ocean Star,9300014,13.7,31.2304,121.4737,Shanghai,Los Angeles,China,USA
774,Kolkata,Valencia,General Cargo,15,Ocean Star,9300015,23.6,22.5726,88.3639,Kolkata,Valencia,India,Spain
775,Dubai,New York,Liquid Cargo,40,Blue Horizon,9300018,18.7,25.2048,55.2708,Dubai,New York,UAE,USA
776,Santos,Shanghai,Refrigerated Cargo,20,Pacific Pearl,9300021,24.3,-23.9608,-46.3336,Santos,Shanghai,Brazil,China
777,Durban,Jebel Ali,Liquid Cargo,40,Cargo Express,9300025,14.2,-29.8587,31.0218,Durban,Jebel Ali,South Africa,UAE
778,Kolkata,Durban,Bulk Cargo,75,Blue Horizon,9300021,20.1,22.5726,88.3639,Kolkata,Durban,India,South Africa
779,Dubai,Hong Kong,Container,10,Cargo Express,9300027,19.8,25.2048,55.2708,Dubai,Hong Kong,UAE,Hong Kong
780,Tokyo,Sydney,Liquid Cargo,20,Blue Horizon,9300013,13.4,35.6762,139.6503,Tokyo,Sydney,Japan,Australia
781,Antwerp,Sydney,Refrigerated Cargo,15,Blue Horizon,9300014,19.9,51.2194,4.4025,Antwerp,Sydney,Belgium,Australia
782,Durban,Singapore,General Cargo,10,Neptune Star,9300021,18.5,-29.8587,31.0218,Durban,Singapore,South Africa,Singapore
783,Jebel Ali,Kolkata,Refrigerated Cargo,5,Golden Wave,9300023,19.0,25.0657,55.1713,Jebel Ali,Kolkata,UAE,India
784,Antwerp,Sydney,Refrigerated Cargo,75,Atlantic Spirit,9300020,23.4,51.2194,4.4025,Antwerp,Sydney,Belgium,Australia
785,Hamburg,Antwerp,General Cargo,100,Maritime Eagle,9300022,16.6,53.5511,9.9937,Hamburg,Antwerp,Germany,Belgium
786,Sydney,Kolkata,General Cargo,20,Pacific Pearl,9300021,18.2,-33.8688,151.2093,Sydney,Kolkata,Australia,India
787,New York,Santos,General Cargo,5,Maritime Eagle,9300024,15.4,40.7128,-74.006,New York,Santos,USA,Brazil
788,Santos,Antwerp,Container,40,Sea Voyager,9300020,18.8,-23.9608,-46.3336,Santos,Antwerp,Brazil,Belgium
789,Busan,Colombo,Liquid Cargo,40,Atlantic Spirit,9300025,13.4,35.1796,129.0756,Busan,Colombo,South Korea,Sri Lanka
790,Los Angeles,New York,Liquid Cargo,30,Neptune Star,9300019,17.5,33.7405,-118.2755,Los Angeles,New York,USA,USA
791,Los Angeles,Sydney,Refrigerated Cargo,75,Global Trader,9300015,17.4,33.7405,-118.2755,Los Angeles,Sydney,USA,Australia
792,Dubai,Tokyo,Bulk Cargo,25,Neptune Star,9300021,19.2,25.2048,55.2708,Dubai,Tokyo,UAE,Japan
793,Santos,Hong Kong,Container,10,Maritime Eagle,9300020,21.6,-23.9608,-46.3336,Santos,Hong Kong,Brazil,Hong Kong
794,Colombo,Dubai,Bulk Cargo,40,Sea Voyager,9300016,14.8,6.9271,79.8612,Colombo,Dubai,Sri Lanka,UAE
795,Valencia,Singapore,General Cargo,5,Blue Horizon,9300018,17.1,39.4699,-0.3763,Valencia,Singapore,Spain,Singapore
796,Kolkata,Antwerp,Bulk Cargo,10,Golden Wave,9300026,17.7,22.5726,88.3639,Kolkata,Antwerp,India,Belgium
797,Hamburg,Tokyo,Refrigerated Cargo,40,Sea Voyager,9300019,19.9,53.5511,9.9937,Hamburg,Tokyo,Germany,Japan
798,Durban,Antwerp,General Cargo,100,Pacific Pearl,9300023,21.3,-29.8587,31.0218,Durban,Antwerp,South Africa,Belgium
799,Dubai,Antwerp,Bulk Cargo,75,Cargo Express,9300027,12.1,25.2048,55.2708,Dubai,Antwerp,UAE,Belgium
800,Rotterdam,Singapore,Liquid Cargo,20,Golden Wave,9300020,18.6,51.9244,4.4777,Rotterdam,Singapore,Netherlands,Singapore
801,Dubai,Singapore,Container,5,Atlantic Spirit,9300017,15.1,25.2048,55.2708,Dubai,Singapore,UAE,Singapore
802,Mumbai,New York,Refrigerated Cargo,40,Maritime Eagle,9300019,16.6,19.076,72.8777,Mumbai,New York,India,USA
803,Santos,Rotterdam,General Cargo,10,Neptune Star,9300022,12.2,-23.9608,-46.3336,Santos,Rotterdam,Brazil,Netherlands
804,Valencia,New York,Bulk Cargo,30,Neptune Star,9300023,23.9,39.4699,-0.3763,Valencia,New York,Spain,USA
805,Los Angeles,Hamburg,Refrigerated Cargo,50,Golden Wave,9300025,24.5,33.7405,-118.2755,Los Angeles,Hamburg,USA,Germany
806,Santos,Shanghai,General Cargo,75,Pacific Pearl,9300021,14.3,-23.9608,-46.3336,Santos,Shanghai,Brazil,China
807,Valencia,Mumbai,Liquid Cargo,10,Neptune Star,9300026,15.8,39.4699,-0.3763,Valencia,Mumbai,Spain,India
808,Los Angeles,Santos,Refrigerated Cargo,50,Golden Wave,9300028,15.3,33.7405,-118.2755,Los Angeles,Santos,USA,Brazil
809,Santos,Jebel Ali,Refrigerated Cargo,50,Global Trader,9300023,21.8,-23.9608,-46.3336,Santos,Jebel Ali,Brazil,UAE
810,Santos,Shanghai,Refrigerated Cargo,10,Cargo Express,9300018,13.5,-23.9608,-46.3336,Santos,Shanghai,Brazil,China
811,Hamburg,Los Angeles,Liquid Cargo,30,Atlantic Spirit,9300017,17.4,53.5511,9.9937,Hamburg,Los Angeles,Germany,USA
812,Valencia,Shanghai,Refrigerated Cargo,10,Pacific Pearl,9300017,15.2,39.4699,-0.3763,Valencia,Shanghai,Spain,China
813,Busan,Mumbai,Bulk Cargo,50,Neptune Star,9300022,24.1,35.1796,129.0756,Busan,Mumbai,South Korea,India
814,Hong Kong,Rotterdam,Refrigerated Cargo,20,Golden Wave,9300024,15.5,22.3193,114.1694,Hong Kong,Rotterdam,Hong Kong,Netherlands
815,Rotterdam,Los Angeles,Container,20,Global Trader,9300019,23.3,51.9244,4.4777,Rotterdam,Los Angeles,Netherlands,USA
816,Rotterdam,Los Angeles,General Cargo,10,Golden Wave,9300026,16.6,51.9244,4.4777,Rotterdam,Los Angeles,Netherlands,USA
817,Mumbai,Antwerp,General Cargo,75,Golden Wave,9300027,12.1,19.076,72.8777,Mumbai,Antwerp,India,Belgium
818,Jebel Ali,Hong Kong,Bulk Cargo,100,Golden Wave,9300028,16.1,25.0657,55.1713,Jebel Ali,Hong Kong,UAE,Hong Kong
